,line,line_nostop,line_stemmed,line_length,word_count,tagged_line,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,symbol_count,list_markers_count,determiners_count,name_count,line_length_trans,word_count_trans,verb_percentage_trans,adj_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,number_percentage_trans,proper_noun_percentage_trans,company_count
419,"Dorchester, MA ","['dorchester', '']","['dorchester', '']",13,3,"[('Dorchester', 'NNP'), (',', ','), ('MA', 'NNP')]",0.0,0.0,0.0,7.7,0.0,66.7,0.0,0.0,0.0,0,1.6702776523348104,1.4422495703074083,0.0,0.0,0.0,2.7748873851023217,0.0,66.7,0
420,June – August 2020 ,"['june', 'august', '2020', '']","['june', 'august', '2020', '']",15,4,"[('June', 'NNP'), ('–', 'NNP'), ('August', 'NNP'), ('2020', 'CD')]",0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,2,1.7187719275874789,1.5874010519681994,0.0,0.0,0.0,0.0,25.0,75.0,0
421,•  Organized activities at summer camp encouraging academic achievement among inner city and under-resourced ,"['', 'organized', 'activities', 'summer', 'camp', 'encouraging', 'academic', 'achievement', 'among', 'inner', 'city', 'underresourced', '']","['', 'organized', 'activities', 'summer', 'camp', 'encouraging', 'academic', 'achievement', 'among', 'inner', 'city', 'underresourced', '']",94,15,"[('•', 'JJ'), ('Organized', 'NNP'), ('activities', 'NNS'), ('at', 'IN'), ('summer', 'NN'), ('camp', 'NN'), ('encouraging', 'VBG'), ('academic', 'JJ'), ('achievement', 'NN'), ('among', 'IN'), ('inner', 'JJ'), ('city', 'NN'), ('and', 'CC'), ('under-resourced', 'JJ')]",7.1,28.599999999999998,2.1,1.0999999999999999,0.0,7.1,0.0,0.0,0.0,1,2.480993181587069,2.46621207433047,2.6645825188948455,5.347896782848375,1.449137674618944,1.0488088481701514,0.0,7.1,0
422,children. Managed $500 activities budget. ,"['children', 'managed', '500', 'activities', 'budget', '']","['children', 'managed', '500', 'activities', 'budget', '']",37,6,"[('children', 'NNS'), ('.', '.'), ('Managed', 'VBD'), ('$', '$'), ('500', 'CD'), ('activities', 'NNS'), ('budget', 'NN'), ('.', '.')]",12.5,0.0,0.0,8.1,12.5,0.0,0.0,0.0,0.0,0,2.058924136478517,1.8171205928321397,3.5355339059327378,0.0,0.0,2.8460498941515415,12.5,0.0,0
423,"•  Produced and implemented curriculum for girls ages 11-12 exposing campers to female leaders in community, ","['', 'produced', 'implemented', 'curriculum', 'girls', 'ages', '1112', 'exposing', 'campers', 'female', 'leaders', 'community', '']","['', 'produced', 'implemented', 'curriculum', 'girls', 'ages', '1112', 'exposing', 'campers', 'female', 'leaders', 'community', '']",92,17,"[('•', 'NN'), ('Produced', 'NNP'), ('and', 'CC'), ('implemented', 'VBN'), ('curriculum', 'NN'), ('for', 'IN'), ('girls', 'NNS'), ('ages', 'NNS'), ('11-12', 'CD'), ('exposing', 'VBG'), ('campers', 'NNS'), ('to', 'TO'), ('female', 'JJ'), ('leaders', 'NNS'), ('in', 'IN'), ('community', 'NN'), (',', ',')]",11.799999999999999,5.8999999999999995,4.3,2.1999999999999997,5.8999999999999995,5.8999999999999995,0.0,0.0,0.0,1,2.4703447490385586,2.571281590658235,3.4351128074635335,2.4289915602982237,2.073644135332772,1.4832396974191324,5.8999999999999995,5.8999999999999995,1
424,"community service, and health education. ","['community', 'service', 'health', 'education', '']","['community', 'service', 'health', 'education', '']",36,6,"[('community', 'NN'), ('service', 'NN'), (',', ','), ('and', 'CC'), ('health', 'NN'), ('education', 'NN'), ('.', '.')]",0.0,0.0,2.8000000000000003,5.6000000000000005,0.0,0.0,0.0,0.0,0.0,0,2.0476725110792193,1.8171205928321397,0.0,0.0,1.6733200530681511,2.3664319132398464,0.0,0.0,1
425,"Programming: C++, SQL, R, Perl, Python, MATLAB, Java, OCaml.  ","['programming', 'c', 'sql', 'r', 'perl', 'python', 'matlab', 'java', 'ocaml', '']","['programming', 'c', 'sql', 'r', 'perl', 'python', 'matlab', 'java', 'ocaml', '']",52,10,"[('Programming', 'VBG'), (':', ':'), ('C++', 'NN'), (',', ','), ('SQL', 'NNP'), (',', ','), ('R', 'NNP'), (',', ','), ('Perl', 'NNP'), (',', ','), ('Python', 'NNP'), (',', ','), ('MATLAB', 'NNP'), (',', ','), ('Java', 'NNP'), (',', ','), ('OCaml', 'NNP'), ('.', '.')]",5.6000000000000005,0.0,0.0,21.2,0.0,38.9,0.0,0.0,0.0,0,2.2039445754429603,2.154434690031884,2.3664319132398464,0.0,0.0,4.604345773288535,0.0,38.9,0
426,"Operating Systems: Windows, MAC OS, and Linux. ","['operating', 'systems', 'windows', 'mac', 'os', 'linux', '']","['operating', 'systems', 'windows', 'mac', 'os', 'linux', '']",40,8,"[('Operating', 'VBG'), ('Systems', 'NNPS'), (':', ':'), ('Windows', 'NNP'), (',', ','), ('MAC', 'NNP'), ('OS', 'NNP'), (',', ','), ('and', 'CC'), ('Linux', 'NNP'), ('.', '.')]",9.1,0.0,2.5,10.0,0.0,36.4,0.0,0.0,0.0,1,2.0912791051825463,2.0,3.0166206257996713,0.0,1.5811388300841898,3.1622776601683795,0.0,36.4,0
427,"Web Design: Designed www.abc.com, www.xyz.com ","['web', 'design', 'designed', 'wwwabccom', 'wwwxyzcom', '']","['web', 'design', 'designed', 'wwwabccom', 'wwwxyzcom', '']",41,6,"[('Web', 'NNP'), ('Design', 'NNP'), (':', ':'), ('Designed', 'VBN'), ('www.abc.com', 'NN'), (',', ','), ('www.xyz.com', 'NN')]",14.299999999999999,0.0,0.0,14.6,0.0,28.599999999999998,0.0,0.0,0.0,0,2.1016324782757847,1.8171205928321397,3.7815340802378072,0.0,0.0,3.82099463490856,0.0,28.599999999999998,0
428,Technical Skills ,"['technical', 'skills', '']","['technical', 'skills', '']",15,3,"[('Technical', 'JJ'), ('Skills', 'NNS')]",0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7187719275874789,1.4422495703074083,0.0,7.0710678118654755,0.0,0.0,0.0,0.0,0
429,STANFORD NANOTECH RESEARCH CENTER ,"['stanford', 'nanotech', 'research', 'center', '']","['stanford', 'nanotech', 'research', 'center', '']",30,5,"[('STANFORD', 'NNP'), ('NANOTECH', 'NNP'), ('RESEARCH', 'NNP'), ('CENTER', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1,1.97435048583482,1.7099759466766968,0.0,0.0,0.0,0.0,0.0,100.0,0
430,Research Intern ,"['research', 'intern', '']","['research', 'intern', '']",14,3,"[('Research', 'NN'), ('Intern', 'NNP')]",0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.6952182030724354,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,50.0,0
431,Project: Microfabrication of Thin-film Heaters to Simulate Hotspots. ,"['project', 'microfabrication', 'thinfilm', 'heaters', 'simulate', 'hotspots', '']","['project', 'microfabrication', 'thinfilm', 'heaters', 'simulate', 'hotspots', '']",61,9,"[('Project', 'NN'), (':', ':'), ('Microfabrication', 'NN'), ('of', 'IN'), ('Thin-film', 'NNP'), ('Heaters', 'NNP'), ('to', 'TO'), ('Simulate', 'NNP'), ('Hotspots', 'NNP'), ('.', '.')]",0.0,0.0,3.3000000000000003,4.9,0.0,40.0,0.0,0.0,0.0,0,2.2754430321145303,2.080083823051904,0.0,0.0,1.8165902124584952,2.2135943621178655,0.0,40.0,0
432,Research Experience ,"['research', 'experience', '']","['research', 'experience', '']",18,3,"[('Research', 'NN'), ('Experience', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7826024579660034,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,0.0,0
433,"Palo Alto, CA ","['palo', 'alto', 'ca', '']","['palo', 'alto', 'ca', '']",11,4,"[('Palo', 'NNP'), ('Alto', 'NNP'), (',', ','), ('CA', 'NNP')]",0.0,0.0,0.0,9.1,0.0,75.0,0.0,0.0,0.0,0,1.615394266202178,1.5874010519681994,0.0,0.0,0.0,3.0166206257996713,0.0,75.0,1
434,June – August 2020 ,"['june', 'august', '2020', '']","['june', 'august', '2020', '']",15,4,"[('June', 'NNP'), ('–', 'NNP'), ('August', 'NNP'), ('2020', 'CD')]",0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,2,1.7187719275874789,1.5874010519681994,0.0,0.0,0.0,0.0,25.0,75.0,0
435,•  Fabricated devices for testing effectiveness of nanoscale patch used to cool down hotspots on microprocessors. ,"['', 'fabricated', 'devices', 'testing', 'effectiveness', 'nanoscale', 'patch', 'used', 'cool', 'hotspots', 'microprocessors', '']","['', 'fabricated', 'devices', 'testing', 'effectiveness', 'nanoscale', 'patch', 'used', 'cool', 'hotspots', 'microprocessors', '']",97,17,"[('•', 'RB'), ('Fabricated', 'NNP'), ('devices', 'NNS'), ('for', 'IN'), ('testing', 'VBG'), ('effectiveness', 'NN'), ('of', 'IN'), ('nanoscale', 'JJ'), ('patch', 'NN'), ('used', 'VBN'), ('to', 'TO'), ('cool', 'VB'), ('down', 'RP'), ('hotspots', 'NNS'), ('on', 'IN'), ('microprocessors', 'NNS'), ('.', '.')]",17.599999999999998,5.8999999999999995,5.2,1.0,0.0,5.8999999999999995,0.0,0.0,0.0,0,2.496630931732087,2.571281590658235,4.195235392680606,2.4289915602982237,2.280350850198276,1.0,0.0,5.8999999999999995,0
436,•  Utilized cleanroom facilities to create devices with hotspot heater and temperature sensors to simulate heat generation. ,"['', 'utilized', 'cleanroom', 'facilities', 'create', 'devices', 'hotspot', 'heater', 'temperature', 'sensors', 'simulate', 'heat', 'generation', '']","['', 'utilized', 'cleanroom', 'facilities', 'create', 'devices', 'hotspot', 'heater', 'temperature', 'sensors', 'simulate', 'heat', 'generation', '']",106,18,"[('•', 'NNS'), ('Utilized', 'VBN'), ('cleanroom', 'NN'), ('facilities', 'NNS'), ('to', 'TO'), ('create', 'VB'), ('devices', 'NNS'), ('with', 'IN'), ('hotspot', 'NN'), ('heater', 'NN'), ('and', 'CC'), ('temperature', 'NN'), ('sensors', 'NNS'), ('to', 'TO'), ('simulate', 'VB'), ('heat', 'NN'), ('generation', 'NN'), ('.', '.')]",16.7,0.0,3.8,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0,2.5413306424150433,2.6207413942088964,4.08656334834051,0.0,1.9493588689617927,0.9486832980505138,0.0,0.0,0
437,Performing Arts Experience ,"['performing', 'arts', 'experience', '']","['performing', 'arts', 'experience', '']",24,4,"[('Performing', 'VBG'), ('Arts', 'NNS'), ('Experience', 'NN')]",33.300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.888175022589804,1.5874010519681994,5.770615218501404,0.0,0.0,0.0,0.0,0.0,0
438,MAINLY JAZZ DANCE COMPANY ,"['mainly', 'jazz', 'dance', 'company', '']","['mainly', 'jazz', 'dance', 'company', '']",22,5,"[('MAINLY', 'NNP'), ('JAZZ', 'NNP'), ('DANCE', 'NNP'), ('COMPANY', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.8556007362580844,1.7099759466766968,0.0,0.0,0.0,0.0,0.0,100.0,0
439,Dancer / Choreographer ,"['dancer', 'choreographer', '']","['dancer', 'choreographer', '']",20,3,"[('Dancer', 'NNP'), ('/', 'VBZ'), ('Choreographer', 'NNP')]",0.0,0.0,0.0,5.0,0.0,66.7,0.0,0.0,0.0,0,1.8205642030260802,1.4422495703074083,0.0,0.0,0.0,2.23606797749979,0.0,66.7,0
440,"Perform traditional jazz, lyrical, hip hop, funk, and modern dance at performances open to public throughout the year. Teach ","['perform', 'traditional', 'jazz', 'lyrical', 'hip', 'hop', 'funk', 'modern', 'dance', 'performances', 'open', 'public', 'throughout', 'year', 'teach', '']","['perform', 'traditional', 'jazz', 'lyrical', 'hip', 'hop', 'funk', 'modern', 'dance', 'performances', 'open', 'public', 'throughout', 'year', 'teach', '']",106,20,"[('Perform', 'NNP'), ('traditional', 'JJ'), ('jazz', 'NN'), (',', ','), ('lyrical', 'JJ'), (',', ','), ('hip', 'NN'), ('hop', 'NN'), (',', ','), ('funk', 'NN'), (',', ','), ('and', 'CC'), ('modern', 'JJ'), ('dance', 'NN'), ('at', 'IN'), ('performances', 'NNS'), ('open', 'JJ'), ('to', 'TO'), ('public', 'VB'), ('throughout', 'IN'), ('the', 'DT'), ('year', 'NN'), ('.', '.'), ('Teach', 'VB')]",8.3,16.7,3.8,4.7,0.0,4.2,0.0,0.0,4.2,0,2.5413306424150433,2.7144176165949063,2.8809720581775866,4.08656334834051,1.9493588689617927,2.16794833886788,0.0,4.2,0
441,dance routines weekly to 20+ students at local elementary school. ,"['dance', 'routines', 'weekly', '20', 'students', 'local', 'elementary', 'school', '']","['dance', 'routines', 'weekly', '20', 'students', 'local', 'elementary', 'school', '']",56,11,"[('dance', 'NN'), ('routines', 'NNS'), ('weekly', 'RB'), ('to', 'TO'), ('20+', 'CD'), ('students', 'NNS'), ('at', 'IN'), ('local', 'JJ'), ('elementary', 'JJ'), ('school', 'NN'), ('.', '.')]",0.0,18.2,3.5999999999999996,3.5999999999999996,9.1,0.0,0.0,0.0,0.0,0,2.2368538294402893,2.2239800905693152,0.0,4.266145801540309,1.8973665961010275,1.8973665961010275,9.1,0.0,1
442,"Cambridge, MA ","['cambridge', '']","['cambridge', '']",12,3,"[('Cambridge', 'NNP'), (',', ','), ('MA', 'NNP')]",0.0,0.0,0.0,8.3,0.0,66.7,0.0,0.0,0.0,0,1.6437518295172258,1.4422495703074083,0.0,0.0,0.0,2.8809720581775866,0.0,66.7,0
443,October 2019 – Present ,"['october', '2019', 'present', '']","['october', '2019', 'present', '']",19,4,"[('October', 'NNP'), ('2019', 'CD'), ('–', 'NNP'), ('Present', 'NNP')]",0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0,1.8019831273171423,1.5874010519681994,0.0,0.0,0.0,0.0,25.0,75.0,0
444,LOWELL HOUSE COMMITTEE ,"['lowell', 'house', 'committee', '']","['lowell', 'house', 'committee', '']",20,4,"[('LOWELL', 'NNP'), ('HOUSE', 'NNP'), ('COMMITTEE', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1,1.8205642030260802,1.5874010519681994,0.0,0.0,0.0,0.0,0.0,100.0,0
445,Member. Collaborate on social and community service activities. ,"['member', 'collaborate', 'social', 'community', 'service', 'activities', '']","['member', 'collaborate', 'social', 'community', 'service', 'activities', '']",56,9,"[('Member', 'NNP'), ('.', '.'), ('Collaborate', 'NNP'), ('on', 'IN'), ('social', 'JJ'), ('and', 'CC'), ('community', 'NN'), ('service', 'NN'), ('activities', 'NNS'), ('.', '.')]",0.0,10.0,3.5999999999999996,3.5999999999999996,0.0,20.0,0.0,0.0,0.0,0,2.2368538294402893,2.080083823051904,0.0,3.1622776601683795,1.8973665961010275,1.8973665961010275,0.0,20.0,1
446,Activities ,"['activities', '']","['activities', '']",10,2,"[('Activities', 'NNS')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
447,MASSACHUSETTS GENERAL HOSPITAL ,"['massachusetts', 'general', 'hospital', '']","['massachusetts', 'general', 'hospital', '']",28,4,"[('MASSACHUSETTS', 'NNP'), ('GENERAL', 'NNP'), ('HOSPITAL', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.9472943612303364,1.5874010519681994,0.0,0.0,0.0,0.0,0.0,100.0,0
448,Hospital Volunteer. Commit 5 hours per week greeting patients. ,"['hospital', 'volunteer', 'commit', '5', 'hours', 'per', 'week', 'greeting', 'patients', '']","['hospital', 'volunteer', 'commit', '5', 'hours', 'per', 'week', 'greeting', 'patients', '']",54,10,"[('Hospital', 'NNP'), ('Volunteer', 'NNP'), ('.', '.'), ('Commit', 'NNP'), ('5', 'CD'), ('hours', 'NNS'), ('per', 'IN'), ('week', 'NN'), ('greeting', 'NN'), ('patients', 'NNS'), ('.', '.')]",0.0,0.0,0.0,3.6999999999999997,9.1,27.3,0.0,0.0,0.0,0,2.22064303492292,2.154434690031884,0.0,0.0,0.0,1.9235384061671343,9.1,27.3,0
449,"Cambridge, MA ","['cambridge', '']","['cambridge', '']",12,3,"[('Cambridge', 'NNP'), (',', ','), ('MA', 'NNP')]",0.0,0.0,0.0,8.3,0.0,66.7,0.0,0.0,0.0,0,1.6437518295172258,1.4422495703074083,0.0,0.0,0.0,2.8809720581775866,0.0,66.7,0
450,September 2019 – Present ,"['september', '2019', 'present', '']","['september', '2019', 'present', '']",21,4,"[('September', 'NNP'), ('2019', 'CD'), ('–', 'NNP'), ('Present', 'NNP')]",0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0,1.838416287252544,1.5874010519681994,0.0,0.0,0.0,0.0,25.0,75.0,0
451,"Boston, MA ","['boston', '']","['boston', '']",9,3,"[('Boston', 'NNP'), (',', ','), ('MA', 'NNP')]",0.0,0.0,0.0,11.1,0.0,66.7,0.0,0.0,0.0,1,1.5518455739153598,1.4422495703074083,0.0,0.0,0.0,3.331666249791536,0.0,66.7,0
452,January – May 2020 ,"['january', 'may', '2020', '']","['january', 'may', '2020', '']",15,4,"[('January', 'NNP'), ('–', 'NN'), ('May', 'NNP'), ('2020', 'CD')]",0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,2,1.7187719275874789,1.5874010519681994,0.0,0.0,0.0,0.0,25.0,50.0,0
453,RESUMES  AND  COVER  LETTERS  ,"['', 'resumes', 'cover', 'letters', '']","['', 'resumes', 'cover', 'letters', '']",23,6,"[('RESUMES', 'NNP'), ('AND', 'NNP'), ('COVER', 'NNP'), ('LETTERS', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.8721712305548575,1.8171205928321397,0.0,0.0,0.0,0.0,0.0,100.0,0
454,Resume Template I (with bullet points) ,"['resume', 'template', 'bullet', 'points', '']","['resume', 'template', 'bullet', 'points', '']",33,7,"[('Resume', 'NNP'), ('Template', 'NNP'), ('I', 'PRP'), ('(', '('), ('with', 'IN'), ('bullet', 'NN'), ('points', 'NNS'), (')', ')')]",0.0,0.0,3.0,6.1,0.0,25.0,0.0,0.0,0.0,0,2.0123466170855586,1.912931182772389,0.0,0.0,1.7320508075688772,2.4698178070456938,0.0,25.0,0
455,Firstname Lastname ,"['firstname', 'lastname', '']","['firstname', 'lastname', '']",17,3,"[('Firstname', 'NN'), ('Lastname', 'NNP')]",0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.762340347832317,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,50.0,0
456,"Home Street Address • City, State Zip • youremail@college.harvard.edu • phone number ","['home', 'street', 'address', 'city', 'state', 'zip', 'youremailcollegeharvardedu', 'phone', 'number', '']","['home', 'street', 'address', 'city', 'state', 'zip', 'youremailcollegeharvardedu', 'phone', 'number', '']",73,10,"[('Home', 'NNP'), ('Street', 'NNP'), ('Address', 'NNP'), ('•', 'NNP'), ('City', 'NNP'), (',', ','), ('State', 'NNP'), ('Zip', 'NNP'), ('•', 'NNP'), ('youremail', 'NNP'), ('@', 'NNP'), ('college.harvard.edu', 'NN'), ('•', 'NNP'), ('phone', 'NN'), ('number', 'NN')]",0.0,0.0,0.0,5.5,0.0,73.3,0.0,0.0,0.0,0,2.358655818240736,2.154434690031884,0.0,0.0,0.0,2.345207879911715,0.0,73.3,0
457,HARVARD UNIVERSITY ,"['harvard', 'university', '']","['harvard', 'university', '']",17,3,"[('HARVARD', 'NNP'), ('UNIVERSITY', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.762340347832317,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,100.0,0
458,"Degree, Concentration. GPA [Note: Optional] ","['degree', 'concentration', 'gpa', 'note', 'optional', '']","['degree', 'concentration', 'gpa', 'note', 'optional', '']",39,6,"[('Degree', 'NNP'), (',', ','), ('Concentration', 'NNP'), ('.', '.'), ('GPA', 'NNP'), ('[', 'JJ'), ('Note', 'NN'), (':', ':'), ('Optional', 'JJ'), (']', 'NN')]",0.0,20.0,0.0,12.8,0.0,30.0,0.0,0.0,0.0,0,2.080716549261844,1.8171205928321397,0.0,4.47213595499958,0.0,3.5777087639996634,0.0,30.0,0
459,Thesis [Note: Optional] ,"['thesis', 'note', 'optional', '']","['thesis', 'note', 'optional', '']",21,4,"[('Thesis', 'NN'), ('[', 'JJ'), ('Note', 'NN'), (':', ':'), ('Optional', 'JJ'), (']', 'NN')]",0.0,33.300000000000004,0.0,14.299999999999999,0.0,0.0,0.0,0.0,0.0,0,1.838416287252544,1.5874010519681994,0.0,5.770615218501404,0.0,3.7815340802378072,0.0,0.0,0
460,Relevant Coursework: [Note: Optional. Awards and honors can also be listed here.] ,"['relevant', 'coursework', 'note', 'optional', 'awards', 'honors', 'also', 'listed', '']","['relevant', 'coursework', 'note', 'optional', 'awards', 'honors', 'also', 'listed', '']",70,13,"[('Relevant', 'JJ'), ('Coursework', 'NN'), (':', ':'), ('[', 'JJ'), ('Note', 'NN'), (':', ':'), ('Optional', 'NNP'), ('.', '.'), ('Awards', 'NNS'), ('and', 'CC'), ('honors', 'NNS'), ('can', 'MD'), ('also', 'RB'), ('be', 'VB'), ('listed', 'VBN'), ('here', 'RB'), ('.', '.'), (']', 'VB')]",16.7,11.1,5.7,8.6,0.0,5.6000000000000005,0.0,0.0,0.0,0,2.3389428374280206,2.3513346877207573,4.08656334834051,3.331666249791536,2.3874672772626644,2.932575659723036,0.0,5.6000000000000005,0
461,Education ,"['education', '']","['education', '']",9,2,"[('Education', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
462,"Cambridge, MA ","['cambridge', '']","['cambridge', '']",12,3,"[('Cambridge', 'NNP'), (',', ','), ('MA', 'NNP')]",0.0,0.0,0.0,8.3,0.0,66.7,0.0,0.0,0.0,0,1.6437518295172258,1.4422495703074083,0.0,0.0,0.0,2.8809720581775866,0.0,66.7,0
463,Graduation Date ,"['graduation', 'date', '']","['graduation', 'date', '']",14,3,"[('Graduation', 'NN'), ('Date', 'NNP')]",0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.6952182030724354,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,50.0,0
464,STUDY ABROAD [Note: If Applicable] ,"['study', 'abroad', 'note', 'applicable', '']","['study', 'abroad', 'note', 'applicable', '']",30,6,"[('STUDY', 'NNP'), ('ABROAD', 'NNP'), ('[', 'NNP'), ('Note', 'NN'), (':', ':'), ('If', 'IN'), ('Applicable', 'JJ'), (']', 'NN')]",0.0,12.5,0.0,10.0,0.0,37.5,0.0,0.0,0.0,0,1.97435048583482,1.8171205928321397,0.0,3.5355339059327378,0.0,3.1622776601683795,0.0,37.5,0
465,Study abroad coursework in ,"['study', 'abroad', 'coursework', '']","['study', 'abroad', 'coursework', '']",23,5,"[('Study', 'NNP'), ('abroad', 'RB'), ('coursework', 'NN'), ('in', 'IN')]",0.0,0.0,4.3,0.0,0.0,25.0,0.0,0.0,0.0,0,1.8721712305548575,1.7099759466766968,0.0,0.0,2.073644135332772,0.0,0.0,25.0,0
466,. ,"['', '']","['', '']",1,2,"[('.', '.')]",0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.2599210498948732,0.0,0.0,0.0,10.0,0.0,0.0,0
467,"City, Country ","['city', 'country', '']","['city', 'country', '']",12,3,"[('City', 'NNP'), (',', ','), ('Country', 'NNP')]",0.0,0.0,0.0,8.3,0.0,66.7,0.0,0.0,0.0,0,1.6437518295172258,1.4422495703074083,0.0,0.0,0.0,2.8809720581775866,0.0,66.7,0
468,Month Year – Month Year ,"['month', 'year', 'month', 'year', '']","['month', 'year', 'month', 'year', '']",19,5,"[('Month', 'JJ'), ('Year', 'NNP'), ('–', 'NNP'), ('Month', 'NNP'), ('Year', 'NN')]",0.0,20.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,1.8019831273171423,1.7099759466766968,0.0,4.47213595499958,0.0,0.0,0.0,60.0,0
469,NAME OF HIGH SCHOOL ,"['name', 'high', 'school', '']","['name', 'high', 'school', '']",16,5,"[('NAME', 'NN'), ('OF', 'NNP'), ('HIGH', 'NNP'), ('SCHOOL', 'NNP')]",0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0,1.7411011265922482,1.7099759466766968,0.0,0.0,0.0,0.0,0.0,75.0,0
470,"[Note: May include GPA, SAT/ACT scores, or academic honors an employer may want to know] ","['note', 'may', 'include', 'gpa', 'satact', 'scores', 'academic', 'honors', 'employer', 'may', 'want', 'know', '']","['note', 'may', 'include', 'gpa', 'satact', 'scores', 'academic', 'honors', 'employer', 'may', 'want', 'know', '']",74,16,"[('[', 'JJ'), ('Note', 'NN'), (':', ':'), ('May', 'NNP'), ('include', 'VB'), ('GPA', 'NNP'), (',', ','), ('SAT/ACT', 'NNP'), ('scores', 'VBZ'), (',', ','), ('or', 'CC'), ('academic', 'JJ'), ('honors', 'NNS'), ('an', 'DT'), ('employer', 'NN'), ('may', 'MD'), ('want', 'VB'), ('to', 'TO'), ('know', 'VB'), (']', 'NN')]",15.0,10.0,4.1000000000000005,8.1,0.0,15.0,0.0,0.0,5.0,2,2.365082768636564,2.5198420997897464,3.872983346207417,3.1622776601683795,2.024845673131659,2.8460498941515415,0.0,15.0,0
471,"City, State ","['city', 'state', '']","['city', 'state', '']",10,3,"[('City', 'NNP'), (',', ','), ('State', 'NNP')]",0.0,0.0,0.0,10.0,0.0,66.7,0.0,0.0,0.0,0,1.5848931924611136,1.4422495703074083,0.0,0.0,0.0,3.1622776601683795,0.0,66.7,0
472,Graduation Date ,"['graduation', 'date', '']","['graduation', 'date', '']",14,3,"[('Graduation', 'NN'), ('Date', 'NNP')]",0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.6952182030724354,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,50.0,0
473,ORGANIZATION ,"['organization', '']","['organization', '']",12,2,"[('ORGANIZATION', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
474,Position Title ,"['position', 'title', '']","['position', 'title', '']",13,3,"[('Position', 'NN'), ('Title', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6702776523348104,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,0.0,0
475,Experience ,"['experience', '']","['experience', '']",10,2,"[('Experience', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
476,"City, State (or Remote) ","['city', 'state', 'remote', '']","['city', 'state', 'remote', '']",20,5,"[('City', 'NNP'), (',', ','), ('State', 'NNP'), ('(', '('), ('or', 'CC'), ('Remote', 'NNP'), (')', ')')]",0.0,0.0,5.0,15.0,0.0,42.9,0.0,0.0,0.0,0,1.8205642030260802,1.7099759466766968,0.0,0.0,2.23606797749979,3.872983346207417,0.0,42.9,0
477,"City, State ","['city', 'state', '']","['city', 'state', '']",10,3,"[('City', 'NNP'), (',', ','), ('State', 'NNP')]",0.0,0.0,0.0,10.0,0.0,66.7,0.0,0.0,0.0,0,1.5848931924611136,1.4422495703074083,0.0,0.0,0.0,3.1622776601683795,0.0,66.7,0
